"ANIMALID","DATE","LONGITUDE","LATITUDE","DELETED"
"M2","2011-07-08 21:00:37.000","145.407078","-15.946755","FALSE"
"M2","2011-07-10 00:30:57.000","145.406058","-15.961353","FALSE"
"M2","2011-07-10 03:30:38.000","145.402921","-15.953089","FALSE"
"M2","2011-07-10 05:01:01.000","145.40363","-15.951045","FALSE"
"M2","2011-07-10 23:00:26.000","145.403928","-15.949865","FALSE"
"M2","2011-07-12 04:00:42.000","145.398347","-15.940717","FALSE"
"M2","2011-07-12 04:30:08.000","145.397863","-15.939325","FALSE"
"M2","2011-07-12 05:00:11.000","145.39687","-15.939328","FALSE"
"M2","2011-07-13 05:01:02.000","145.384109","-15.953977","FALSE"
"M2","2011-07-13 05:30:25.000","145.384125","-15.953893","FALSE"
"M2","2011-07-13 21:00:51.000","145.384592","-15.955696","FALSE"
"M2","2011-07-13 21:30:41.000","145.389459","-15.962679","FALSE"
"M2","2011-07-13 22:00:59.000","145.388301","-15.963178","FALSE"
"M2","2011-07-13 23:31:01.000","145.389774","-15.969877","FALSE"
"M2","2011-07-14 05:01:01.000","145.409373","-15.975884","FALSE"
"M2","2011-07-14 21:31:01.000","145.421456","-15.982202","FALSE"
"M2","2011-07-15 05:00:38.000","145.431049","-15.991389","FALSE"
"M2","2011-07-15 06:30:06.000","145.434512","-15.998875","FALSE"
"M2","2011-07-15 22:00:05.000","145.442603","-16.010897","FALSE"
"M2","2011-07-16 02:01:01.000","145.445269","-16.018216","FALSE"
"M2","2011-07-16 04:00:57.000","145.44466","-16.019372","FALSE"
"M2","2011-07-16 05:31:01.000","145.443995","-16.021772","FALSE"
"M2","2011-07-16 21:31:01.000","145.444915","-16.019084","FALSE"
"M2","2011-07-16 23:31:01.000","145.445434","-16.018606","FALSE"
"M2","2011-07-17 00:01:00.000","145.445137","-16.019002","FALSE"
"M2","2011-07-17 00:30:53.000","145.444365","-16.019124","FALSE"
"M2","2011-07-17 21:00:28.000","145.444541","-16.017593","FALSE"
"M2","2011-07-17 23:01:01.000","145.444875","-16.019136","FALSE"
"M2","2011-07-18 00:31:01.000","145.444874","-16.019042","FALSE"
"M2","2011-07-18 02:31:01.000","145.444205","-16.017509","FALSE"
"M2","2011-07-18 08:31:01.000","145.446689","-16.018575","FALSE"
"M2","2011-07-18 19:30:39.000","145.446472","-16.018498","FALSE"
"M2","2011-07-18 21:00:54.000","145.445644","-16.019639","FALSE"
"M2","2011-07-18 22:01:02.000","145.445082","-16.019086","FALSE"
"M2","2011-07-18 23:01:02.000","145.445065","-16.019331","FALSE"
"M2","2011-07-19 00:31:02.000","145.445102","-16.018502","FALSE"
"M2","2011-07-19 01:31:02.000","145.44387","-16.019082","FALSE"
"M2","2011-07-19 02:01:02.000","145.442672","-16.019361","FALSE"
"M2","2011-07-19 04:30:59.000","145.445926","-16.01688","FALSE"
"M2","2011-07-19 05:31:00.000","145.446893","-16.01638","FALSE"
"M2","2011-07-19 20:00:38.000","145.445725","-16.015831","FALSE"
"M2","2011-07-19 21:00:26.000","145.445921","-16.016009","FALSE"
"M2","2011-07-20 00:00:31.000","145.447107","-16.016587","FALSE"
"M2","2011-07-20 03:01:02.000","145.445027","-16.019135","FALSE"
"M2","2011-07-20 23:31:01.000","145.445544","-16.018809","FALSE"
"M2","2011-07-21 00:01:01.000","145.445326","-16.01812","FALSE"
"M2","2011-07-21 00:30:30.000","145.446814","-16.017942","FALSE"
"M2","2011-07-21 05:31:01.000","145.442762","-16.019263","FALSE"
"M2","2011-07-21 19:30:48.000","145.44523","-16.019133","FALSE"
"M2","2011-07-21 20:30:39.000","145.445224","-16.019056","FALSE"
"M2","2011-07-21 23:00:57.000","145.444565","-16.018528","FALSE"
"M2","2011-07-22 00:01:01.000","145.444855","-16.016744","FALSE"
"M2","2011-07-22 02:01:00.000","145.446198","-16.016473","FALSE"
"M2","2011-07-22 02:31:01.000","145.446505","-16.016181","FALSE"
"M2","2011-07-22 05:00:55.000","145.447145","-16.018499","FALSE"
"M2","2011-07-22 07:00:58.000","145.445848","-16.018624","FALSE"
"M2","2011-07-22 10:30:37.000","145.445478","-16.019211","FALSE"
"M2","2011-07-22 23:31:01.000","145.442925","-16.020117","FALSE"
"M2","2011-07-23 00:01:01.000","145.442891","-16.021061","FALSE"
"M2","2011-07-23 01:01:01.000","145.444937","-16.019418","FALSE"
"M2","2011-07-23 01:31:01.000","145.445024","-16.019124","FALSE"
"M2","2011-07-23 02:00:35.000","145.445091","-16.019054","FALSE"
"M2","2011-07-23 08:30:47.000","145.446617","-16.016702","FALSE"
"M2","2011-07-23 23:01:01.000","145.445038","-16.014971","FALSE"
"M2","2011-07-23 23:31:01.000","145.443092","-16.016744","FALSE"
"M2","2011-07-24 00:01:01.000","145.441354","-16.017099","FALSE"
"M2","2011-07-24 01:31:01.000","145.443201","-16.018881","FALSE"
"M2","2011-07-24 02:01:01.000","145.444198","-16.019124","FALSE"
"M2","2011-07-24 02:30:56.000","145.444495","-16.019244","FALSE"
"M2","2011-07-24 05:30:30.000","145.445504","-16.018664","FALSE"
"M2","2011-07-24 08:01:01.000","145.443956","-16.017968","FALSE"
"M2","2011-07-24 10:30:33.000","145.444137","-16.018111","FALSE"
"M2","2011-07-24 20:30:26.000","145.44425","-16.018033","FALSE"
"M2","2011-07-24 21:01:00.000","145.444337","-16.019231","FALSE"
"M2","2011-07-24 23:00:46.000","145.446576","-16.018815","FALSE"
"M2","2011-07-25 00:01:01.000","145.450208","-16.018946","FALSE"
"M2","2011-07-25 04:31:01.000","145.443994","-16.015503","FALSE"
"M2","2011-07-25 09:00:57.000","145.444936","-16.01935","FALSE"
"M2","2011-07-25 10:31:01.000","145.445039","-16.019278","FALSE"
"M2","2011-07-25 20:00:35.000","145.445218","-16.019205","FALSE"
"M2","2011-07-26 00:31:02.000","145.44383","-16.019877","FALSE"
"M2","2011-07-26 04:01:02.000","145.444974","-16.018922","FALSE"
"M2","2011-07-26 04:31:02.000","145.445013","-16.01935","FALSE"
"M2","2011-07-26 17:00:37.000","145.444995","-16.018772","FALSE"
"M2","2011-07-26 20:30:41.000","145.444969","-16.018765","FALSE"
"M2","2011-07-26 22:31:02.000","145.444343","-16.019171","FALSE"
"M2","2011-07-26 23:31:02.000","145.442605","-16.017462","FALSE"
"M2","2011-07-27 07:31:01.000","145.447132","-16.016144","FALSE"
"M2","2011-07-27 23:31:01.000","145.445179","-16.018277","FALSE"
"M2","2011-07-28 03:31:01.000","145.444421","-16.019379","FALSE"
"M2","2011-07-28 19:00:58.000","145.445209","-16.019282","FALSE"
"M2","2011-07-28 20:30:40.000","145.444913","-16.019224","FALSE"
"M2","2011-07-29 02:01:01.000","145.445706","-16.01544","FALSE"
"M2","2011-07-29 04:01:00.000","145.444155","-16.018141","FALSE"
"M2","2011-07-29 04:31:01.000","145.44437","-16.019177","FALSE"
"M2","2011-07-29 22:00:36.000","145.445028","-16.018961","FALSE"
"M2","2011-07-29 22:31:01.000","145.446671","-16.018368","FALSE"
"M2","2011-07-29 23:31:01.000","145.448214","-16.01634","FALSE"
"M2","2011-07-30 03:00:58.000","145.446543","-16.016299","FALSE"
"M2","2011-07-30 04:30:59.000","145.446724","-16.016099","FALSE"
"M2","2011-07-30 08:30:50.000","145.447082","-16.016584","FALSE"
"M2","2011-07-30 21:00:51.000","145.446222","-16.016499","FALSE"
"M2","2011-07-30 23:00:39.000","145.445025","-16.018182","FALSE"
"M2","2011-07-30 23:30:31.000","145.445194","-16.019066","FALSE"
"M2","2011-07-31 01:31:01.000","145.444559","-16.018613","FALSE"
"M2","2011-07-31 03:01:01.000","145.446795","-16.016221","FALSE"
"M2","2011-07-31 04:30:57.000","145.446661","-16.016192","FALSE"
"M2","2011-07-31 05:01:01.000","145.446695","-16.017379","FALSE"
"M2","2011-07-31 07:31:01.000","145.444958","-16.019098","FALSE"
"M2","2011-07-31 10:30:32.000","145.444822","-16.019073","FALSE"
"M2","2011-07-31 20:30:54.000","145.444834","-16.019169","FALSE"
"M2","2011-07-31 22:00:26.000","145.444498","-16.01913","FALSE"
"M2","2011-07-31 22:31:01.000","145.443233","-16.01913","FALSE"
"M2","2011-08-01 01:01:01.000","145.446212","-16.016446","FALSE"
"M2","2011-08-01 03:01:01.000","145.447979","-16.017193","FALSE"
"M2","2011-08-01 03:30:37.000","145.448076","-16.017854","FALSE"
"M2","2011-08-01 07:30:29.000","145.444645","-16.019076","FALSE"
"M2","2011-08-01 21:01:01.000","145.444805","-16.019138","FALSE"
"M2","2011-08-01 22:31:01.000","145.445061","-16.015811","FALSE"
"M2","2011-08-02 01:30:52.000","145.447303","-16.016324","FALSE"
"M2","2011-08-02 02:00:39.000","145.446603","-16.016584","FALSE"
"M2","2011-08-02 04:30:54.000","145.447115","-16.018392","FALSE"
"M2","2011-08-02 05:01:01.000","145.446502","-16.018766","FALSE"
"M2","2011-08-02 21:31:00.000","145.444997","-16.018724","FALSE"
"M2","2011-08-02 22:01:01.000","145.444492","-16.01896","FALSE"
"M2","2011-08-03 03:31:02.000","145.444345","-16.018765","FALSE"
"M2","2011-08-03 23:01:01.000","145.446079","-16.016393","FALSE"
"M2","2011-08-03 23:30:39.000","145.446604","-16.016358","FALSE"
"M2","2011-08-04 00:01:01.000","145.448153","-16.015506","FALSE"
"M2","2011-08-04 03:31:01.000","145.444367","-16.018829","FALSE"
"M2","2011-08-04 04:01:01.000","145.444493","-16.019223","FALSE"
"M2","2011-08-04 20:00:47.000","145.445604","-16.019146","FALSE"
"M2","2011-08-04 20:30:42.000","145.445538","-16.019244","FALSE"
"M2","2011-08-04 22:30:48.000","145.446498","-16.016246","FALSE"
"M2","2011-08-04 23:00:33.000","145.446067","-16.016369","FALSE"
"M2","2011-08-05 03:30:28.000","145.444306","-16.018172","FALSE"
"M2","2011-08-05 22:30:39.000","145.444407","-16.019165","FALSE"
"M2","2011-08-05 23:01:01.000","145.444578","-16.019325","FALSE"
"M2","2011-08-05 23:31:01.000","145.444288","-16.020273","FALSE"
"M2","2011-08-06 03:00:30.000","145.445317","-16.019175","FALSE"
"M2","2011-08-06 03:31:01.000","145.445387","-16.018763","FALSE"
"M2","2011-08-06 07:01:01.000","145.444524","-16.019596","FALSE"
"M2","2011-08-06 20:00:39.000","145.443619","-16.018706","FALSE"
"M2","2011-08-06 21:30:29.000","145.44523","-16.01897","FALSE"
"M2","2011-08-06 22:00:51.000","145.446299","-16.01782","FALSE"
"M2","2011-08-07 00:30:59.000","145.446514","-16.016233","FALSE"
"M2","2011-08-07 07:31:01.000","145.447095","-16.016559","FALSE"
"M2","2011-08-07 19:30:50.000","145.447114","-16.016617","FALSE"
"M2","2011-08-08 01:01:00.000","145.4504","-16.020032","FALSE"
"M2","2011-08-08 02:01:01.000","145.446845","-16.017887","FALSE"
"M2","2011-08-08 03:00:40.000","145.445208","-16.019078","FALSE"
"M2","2011-08-08 10:00:53.000","145.442773","-16.020125","FALSE"
"M2","2011-08-08 22:00:52.000","145.444143","-16.018742","FALSE"
"M2","2011-08-08 22:30:41.000","145.444223","-16.018844","FALSE"
"M2","2011-08-09 01:01:01.000","145.446163","-16.016978","FALSE"
"M2","2011-08-09 03:00:29.000","145.44663","-16.016309","FALSE"
"M2","2011-08-09 03:30:56.000","145.447712","-16.015567","FALSE"
"M2","2011-08-09 04:31:02.000","145.44702","-16.015585","FALSE"
"M2","2011-08-09 07:01:01.000","145.445933","-16.015806","FALSE"
"M2","2011-08-09 19:00:38.000","145.445852","-16.016089","FALSE"
"M2","2011-08-09 22:30:41.000","145.447069","-16.016275","FALSE"
"M2","2011-08-09 23:31:02.000","145.449769","-16.01892","FALSE"
"M2","2011-08-10 00:31:01.000","145.446943","-16.020536","FALSE"
"M2","2011-08-10 01:01:02.000","145.446666","-16.019667","FALSE"
"M2","2011-08-10 02:30:33.000","145.445094","-16.019224","FALSE"
"M2","2011-08-10 03:31:01.000","145.445667","-16.016322","FALSE"
"M2","2011-08-10 04:01:01.000","145.445583","-16.016317","FALSE"
"M2","2011-08-10 06:00:42.000","145.445934","-16.017166","FALSE"
"M2","2011-08-10 06:31:01.000","145.445469","-16.018013","FALSE"
"M2","2011-08-10 08:00:55.000","145.445182","-16.01915","FALSE"
"M2","2011-08-10 20:31:01.000","145.445267","-16.01918","FALSE"
"M2","2011-08-10 21:30:18.000","145.444385","-16.019069","FALSE"
"M2","2011-08-10 22:00:16.000","145.444246","-16.018072","FALSE"
"M2","2011-08-11 03:30:36.000","145.447469","-16.019016","FALSE"
"M2","2011-08-11 04:00:54.000","145.446486","-16.019422","FALSE"
"M2","2011-08-11 21:30:53.000","145.443902","-16.019948","FALSE"
"M2","2011-08-11 22:00:31.000","145.444098","-16.019932","FALSE"
"M2","2011-08-11 22:31:01.000","145.444486","-16.019137","FALSE"
"M2","2011-08-12 00:01:01.000","145.446369","-16.017988","FALSE"
"M2","2011-08-12 03:31:01.000","145.444809","-16.016699","FALSE"
"M2","2011-08-12 06:00:37.000","145.445441","-16.018365","FALSE"
"M2","2011-08-12 09:31:00.000","145.444466","-16.018541","FALSE"
"M2","2011-08-12 22:01:01.000","145.445587","-16.018553","FALSE"
"M2","2011-08-13 03:00:42.000","145.444666","-16.018584","FALSE"
"M2","2011-08-13 07:00:38.000","145.444754","-16.019023","FALSE"
"M2","2011-08-13 09:01:01.000","145.445402","-16.019305","FALSE"
"M2","2011-08-13 19:01:01.000","145.445761","-16.019028","FALSE"
"M2","2011-08-13 19:30:40.000","145.445537","-16.019339","FALSE"
"M2","2011-08-13 20:00:39.000","145.445523","-16.01917","FALSE"
"M2","2011-08-14 00:00:43.000","145.44688","-16.021089","FALSE"
"M2","2011-08-14 03:01:00.000","145.447247","-16.018706","FALSE"
"M2","2011-08-14 09:00:43.000","145.44552","-16.018662","FALSE"
"M2","2011-08-14 23:00:33.000","145.444568","-16.018392","FALSE"
"M2","2011-08-15 02:31:01.000","145.444517","-16.018417","FALSE"
"M2","2011-08-15 04:01:01.000","145.444367","-16.019595","FALSE"
"M2","2011-08-15 21:30:39.000","145.444485","-16.01904","FALSE"
"M2","2011-08-15 22:00:42.000","145.446331","-16.017605","FALSE"
"M2","2011-08-16 02:01:02.000","145.44467","-16.015506","FALSE"
"M2","2011-08-16 21:00:59.000","145.444966","-16.017146","FALSE"
"M2","2011-08-16 22:31:02.000","145.445103","-16.018837","FALSE"
"M2","2011-08-16 23:31:02.000","145.445081","-16.017898","FALSE"
"M2","2011-08-17 02:30:34.000","145.443922","-16.019769","FALSE"
"M2","2011-08-17 03:00:59.000","145.443855","-16.01934","FALSE"
"M2","2011-08-17 21:30:41.000","145.444434","-16.018911","FALSE"
"M2","2011-08-17 22:00:41.000","145.444438","-16.019093","FALSE"
"M2","2011-08-17 22:30:34.000","145.444625","-16.019225","FALSE"
"M2","2011-08-17 23:00:33.000","145.445253","-16.019097","FALSE"
"M2","2011-08-18 00:00:56.000","145.4449","-16.016646","FALSE"
"M2","2011-08-18 00:30:19.000","145.443603","-16.015699","FALSE"
"M2","2011-08-18 02:30:45.000","145.442879","-16.013302","FALSE"
"M2","2011-08-18 03:31:01.000","145.442039","-16.014292","FALSE"
"M2","2011-08-18 04:00:29.000","145.442016","-16.014332","FALSE"
"M2","2011-08-18 07:00:35.000","145.444061","-16.018738","FALSE"
"M2","2011-08-18 07:30:29.000","145.443826","-16.01859","FALSE"
"M2","2011-08-18 09:30:34.000","145.443934","-16.018496","FALSE"
"M2","2011-08-18 10:00:40.000","145.443884","-16.018326","FALSE"
"M2","2011-08-18 10:31:01.000","145.443905","-16.018357","FALSE"
"M2","2011-08-18 22:30:57.000","145.445611","-16.018507","FALSE"
"M2","2011-08-18 23:00:59.000","145.44524","-16.017344","FALSE"
"M2","2011-08-18 23:31:01.000","145.444869","-16.016492","FALSE"
"M2","2011-08-19 01:30:47.000","145.441903","-16.014197","FALSE"
"M2","2011-08-19 02:01:01.000","145.441858","-16.014657","FALSE"
"M2","2011-08-19 02:30:45.000","145.442759","-16.014139","FALSE"
"M2","2011-08-19 03:01:01.000","145.443023","-16.013031","FALSE"
"M2","2011-08-19 04:00:57.000","145.444085","-16.013957","FALSE"
"M2","2011-08-19 06:00:39.000","145.445225","-16.018102","FALSE"
"M2","2011-08-19 06:30:44.000","145.444391","-16.01884","FALSE"
"M2","2011-08-19 07:31:01.000","145.444228","-16.019587","FALSE"
"M2","2011-08-19 08:30:33.000","145.444723","-16.019587","FALSE"
"M2","2011-08-19 09:01:01.000","145.44465","-16.019375","FALSE"
"M2","2011-08-19 09:30:36.000","145.444787","-16.019538","FALSE"
"M2","2011-08-19 17:30:31.000","145.444754","-16.019566","FALSE"
"M2","2011-08-19 18:01:01.000","145.44433","-16.019464","FALSE"
"M2","2011-08-19 18:30:41.000","145.444903","-16.019637","FALSE"
"M2","2011-08-19 19:30:48.000","145.444779","-16.019621","FALSE"
"M2","2011-08-19 22:01:01.000","145.446335","-16.018717","FALSE"
"M2","2011-08-19 22:31:01.000","145.448789","-16.018146","FALSE"
"M2","2011-08-19 23:31:01.000","145.451284","-16.022107","FALSE"
"M2","2011-08-20 00:01:01.000","145.452717","-16.026171","FALSE"
"M2","2011-08-20 00:30:05.000","145.45547","-16.029109","FALSE"
"M2","2011-08-20 01:30:32.000","145.459138","-16.034589","FALSE"
"M2","2011-08-20 03:31:01.000","145.457803","-16.039005","FALSE"
"M2","2011-08-20 04:00:59.000","145.456328","-16.038215","FALSE"
"M2","2011-08-20 06:31:01.000","145.446932","-16.027176","FALSE"
"M2","2011-08-20 07:00:44.000","145.445114","-16.025945","FALSE"
"M2","2011-08-20 07:30:52.000","145.444997","-16.025806","FALSE"
"M2","2011-08-20 09:00:22.000","145.445081","-16.02558","FALSE"
"M2","2011-08-20 09:30:48.000","145.44505","-16.025555","FALSE"
"M2","2011-08-20 17:30:35.000","145.445113","-16.025743","FALSE"
"M2","2011-08-20 21:00:51.000","145.442753","-16.023246","FALSE"
"M2","2011-08-20 21:30:31.000","145.443467","-16.021205","FALSE"
"M2","2011-08-20 22:01:01.000","145.444879","-16.020761","FALSE"
"M2","2011-08-20 22:30:59.000","145.444871","-16.019345","FALSE"
"M2","2011-08-20 23:30:40.000","145.444396","-16.018394","FALSE"
"M2","2011-08-21 01:00:35.000","145.445349","-16.018218","FALSE"
"M2","2011-08-21 01:30:50.000","145.444851","-16.016859","FALSE"
"M2","2011-08-21 02:00:30.000","145.444577","-16.015895","FALSE"
"M2","2011-08-21 02:31:00.000","145.443521","-16.015845","FALSE"
"M2","2011-08-21 07:30:12.000","145.443858","-16.018552","FALSE"
"M2","2011-08-21 09:01:01.000","145.443855","-16.018542","FALSE"
"M2","2011-08-21 18:30:44.000","145.444","-16.018413","FALSE"
"M2","2011-08-21 21:00:54.000","145.44439","-16.019192","FALSE"
"M2","2011-08-21 22:31:01.000","145.444322","-16.018504","FALSE"
"M2","2011-08-22 01:31:01.000","145.443381","-16.011435","FALSE"
"M2","2011-08-22 02:01:01.000","145.444304","-16.009917","FALSE"
"M2","2011-08-22 03:31:01.000","145.441696","-16.006807","FALSE"
"M2","2011-08-22 06:00:11.000","145.430363","-15.993558","FALSE"
"M2","2011-08-22 21:00:20.000","145.428537","-15.991102","FALSE"
"M2","2011-08-23 06:00:57.000","145.428064","-15.990183","FALSE"
"M2","2011-08-23 21:00:59.000","145.428536","-15.991072","FALSE"
"M2","2011-08-24 08:00:33.000","145.431037","-15.989784","FALSE"
"M2","2011-08-25 05:31:01.000","145.421179","-15.981791","FALSE"
"M2","2011-08-27 23:01:01.000","145.418686","-15.979836","FALSE"
"M2","2011-08-28 00:01:01.000","145.416622","-15.978326","FALSE"
"M2","2011-08-28 01:01:01.000","145.420702","-15.977315","FALSE"
"M2","2011-08-28 02:30:31.000","145.425746","-15.976972","FALSE"
"M2","2011-08-28 23:30:19.000","145.421334","-15.979006","FALSE"
"M2","2011-08-29 00:01:01.000","145.421665","-15.979757","FALSE"
"M2","2011-08-29 06:30:54.000","145.42144","-15.981963","FALSE"
"M2","2011-08-29 08:30:51.000","145.422822","-15.980965","FALSE"
"M2","2011-08-29 23:30:57.000","145.420961","-15.977479","FALSE"
"M2","2011-08-30 23:30:55.000","145.415867","-15.981524","FALSE"
"M2","2011-08-31 00:31:01.000","145.417985","-15.983915","FALSE"
"M2","2011-08-31 23:31:00.000","145.416402","-15.978614","FALSE"
"M2","2011-09-01 00:31:01.000","145.420873","-15.97875","FALSE"
"M2","2011-09-01 02:01:01.000","145.421421","-15.98335","FALSE"
"M2","2011-09-01 02:31:01.000","145.425236","-15.98717","FALSE"
"M2","2011-09-01 20:31:01.000","145.421179","-15.981713","FALSE"
"M2","2011-09-02 06:31:00.000","145.428317","-15.990478","FALSE"
"M2","2011-09-02 08:00:05.000","145.432364","-15.988543","FALSE"
"M2","2011-09-02 08:30:04.000","145.434055","-15.989525","FALSE"
"M2","2011-09-02 10:01:01.000","145.433597","-15.989454","FALSE"
"M2","2011-09-02 19:30:36.000","145.433651","-15.989404","FALSE"
"M2","2011-09-02 20:00:09.000","145.433677","-15.98951","FALSE"
"M2","2011-09-02 20:30:27.000","145.435075","-15.992926","FALSE"
"M2","2011-09-02 22:01:01.000","145.434372","-16.000193","FALSE"
"M2","2011-09-03 05:30:59.000","145.445024","-16.016613","FALSE"
"M2","2011-09-04 20:00:36.000","145.443735","-16.017147","FALSE"
"M2","2011-09-04 20:30:29.000","145.443693","-16.018088","FALSE"
"M2","2011-09-04 21:30:35.000","145.443579","-16.019017","FALSE"
"M2","2011-09-05 21:01:01.000","145.443757","-16.01878","FALSE"
"M2","2011-09-06 02:01:00.000","145.438077","-16.003044","FALSE"
"M2","2011-09-06 21:01:02.000","145.421297","-15.979229","FALSE"
"M2","2011-09-07 02:00:59.000","145.433673","-15.997186","FALSE"
"M2","2011-09-07 07:31:01.000","145.442741","-16.016702","FALSE"
"M2","2011-09-07 20:30:39.000","145.443019","-16.018352","FALSE"
"M2","2011-09-07 22:31:00.000","145.442919","-16.018681","FALSE"
"M2","2011-09-08 01:31:00.000","145.443508","-16.0162","FALSE"
"M2","2011-09-08 08:30:33.000","145.4432","-16.018078","FALSE"
"M2","2011-09-08 10:00:50.000","145.443372","-16.018068","FALSE"
"M2","2011-09-08 22:01:01.000","145.443689","-16.01886","FALSE"
"M2","2011-09-09 05:01:01.000","145.443157","-16.017469","FALSE"
"M2","2011-09-09 10:31:01.000","145.443908","-16.016633","FALSE"
"M2","2011-09-09 21:01:00.000","145.445958","-16.018978","FALSE"
"M2","2011-09-09 23:01:01.000","145.43987","-16.017455","FALSE"
"M2","2011-09-10 00:01:01.000","145.440706","-16.016271","FALSE"
"M2","2011-09-10 07:30:54.000","145.44348","-16.017693","FALSE"
"M2","2011-09-10 20:31:01.000","145.443305","-16.018084","FALSE"
"M2","2011-09-10 22:01:01.000","145.443391","-16.019081","FALSE"
"M2","2011-09-10 22:30:57.000","145.444878","-16.017848","FALSE"
"M2","2011-09-11 00:31:01.000","145.443605","-16.016926","FALSE"
"M2","2011-09-11 01:00:59.000","145.443598","-16.016765","FALSE"
"M2","2011-09-11 01:30:54.000","145.443613","-16.0168","FALSE"
"M2","2011-09-11 04:30:42.000","145.440027","-16.017501","FALSE"
"M2","2011-09-11 05:01:00.000","145.442941","-16.020022","FALSE"
"M2","2011-09-11 05:30:55.000","145.444458","-16.020676","FALSE"
"M2","2011-09-11 06:01:01.000","145.445522","-16.020894","FALSE"
"M2","2011-09-11 07:01:01.000","145.445653","-16.022125","FALSE"
"M2","2011-09-11 07:30:39.000","145.446679","-16.020495","FALSE"
"M2","2011-09-11 08:31:01.000","145.444931","-16.019933","FALSE"
"M2","2011-09-11 09:00:46.000","145.445038","-16.020066","FALSE"
"M2","2011-09-11 09:31:01.000","145.44502","-16.02007","FALSE"
"M2","2011-09-11 17:31:01.000","145.445126","-16.019875","FALSE"
"M2","2011-09-11 20:31:01.000","145.44552","-16.020221","FALSE"
"M2","2011-09-11 21:01:01.000","145.445558","-16.017802","FALSE"
"M2","2011-09-12 01:30:59.000","145.443487","-16.008189","FALSE"
"M2","2011-09-12 02:31:01.000","145.443399","-16.007902","FALSE"
"M2","2011-09-12 04:30:29.000","145.443553","-16.007588","FALSE"
"M2","2011-09-12 06:01:01.000","145.443831","-16.009252","FALSE"
"M2","2011-09-12 08:30:10.000","145.445105","-16.016532","FALSE"
"M2","2011-09-12 09:01:01.000","145.445184","-16.016391","FALSE"
"M2","2011-09-12 09:31:01.000","145.444325","-16.016574","FALSE"
"M2","2011-09-12 10:30:58.000","145.444973","-16.016436","FALSE"
"M2","2011-09-12 20:00:40.000","145.444913","-16.016318","FALSE"
"M2","2011-09-12 20:30:34.000","145.444822","-16.01571","FALSE"
"M2","2011-09-12 21:00:38.000","145.443222","-16.016163","FALSE"
"M2","2011-09-12 23:00:39.000","145.442896","-16.016035","FALSE"
"M2","2011-09-13 01:31:02.000","145.442516","-16.015655","FALSE"
"Annabelle","2011-04-19 00:43:06.000","145.739572","-16.896826","TRUE"
"Annabelle","2011-04-19 02:42:47.000","145.739744","-16.896858","TRUE"
"Annabelle","2011-04-19 03:42:45.000","145.691888","-16.808083","TRUE"
"Annabelle","2011-04-19 05:00:20.000","145.379493","-16.282942","TRUE"
"Annabelle","2011-04-19 05:31:00.000","145.427529","-16.241443","TRUE"
"Annabelle","2011-04-19 06:01:00.000","145.413946","-16.186257","TRUE"
"Annabelle","2011-04-19 06:31:00.000","145.462418","-16.053547","TRUE"
"Annabelle","2011-04-19 07:30:40.000","145.427256","-15.990752","FALSE"
"Annabelle","2011-04-19 08:30:32.000","145.427156","-15.990534","FALSE"
"Annabelle","2011-04-19 10:00:38.000","145.427502","-15.990689","FALSE"
"Annabelle","2011-04-19 10:30:35.000","145.427124","-15.990628","FALSE"
"Annabelle","2011-04-19 17:30:54.000","145.426997","-15.990928","FALSE"
"Annabelle","2011-04-19 18:30:29.000","145.42723","-15.990139","FALSE"
"Annabelle","2011-04-19 19:00:31.000","145.427457","-15.990359","FALSE"
"Annabelle","2011-04-19 20:00:50.000","145.427384","-15.99049","FALSE"
"Annabelle","2011-04-19 20:30:53.000","145.427204","-15.990252","FALSE"
"Annabelle","2011-04-19 22:00:57.000","145.427754","-15.990925","FALSE"
"Annabelle","2011-04-19 23:00:56.000","145.428082","-15.991001","FALSE"
"Annabelle","2011-04-20 02:00:31.000","145.427999","-15.990742","FALSE"
"Annabelle","2011-04-20 02:30:55.000","145.428029","-15.990706","FALSE"
"Annabelle","2011-04-20 03:00:42.000","145.428024","-15.990785","FALSE"
"Annabelle","2011-04-20 06:30:54.000","145.428714","-15.990752","FALSE"
"Annabelle","2011-04-20 10:00:28.000","145.430134","-15.990074","FALSE"
"Annabelle","2011-04-20 20:30:42.000","145.430353","-15.990031","FALSE"
"Annabelle","2011-04-20 21:30:38.000","145.430092","-15.990101","FALSE"
"Annabelle","2011-04-20 23:00:50.000","145.43063","-15.989939","FALSE"
"Annabelle","2011-04-20 23:30:28.000","145.431092","-15.989461","FALSE"
"Annabelle","2011-04-21 00:00:49.000","145.431247","-15.989519","FALSE"
"Annabelle","2011-04-21 01:00:49.000","145.430862","-15.990159","FALSE"
"Annabelle","2011-04-21 05:00:48.000","145.43135","-15.99074","FALSE"
"Annabelle","2011-04-21 05:30:48.000","145.431093","-15.991019","FALSE"
"Annabelle","2011-04-21 17:30:40.000","145.431824","-15.990867","FALSE"
"Annabelle","2011-04-21 18:00:29.000","145.431901","-15.990699","FALSE"
"Annabelle","2011-04-21 18:30:29.000","145.432187","-15.991525","FALSE"
"Annabelle","2011-04-21 20:30:44.000","145.432209","-15.990775","FALSE"
"Annabelle","2011-04-21 23:00:30.000","145.43229","-15.990567","FALSE"
